no,website,http_version,status,remote_ip,remote_port,time_appconnect,time_connect,time_namelookup,time_pretransfer,time_redirect,time_starttransfer,time_total
284,https://www.googletagservices.com,2,ok,172.217.23.98,443,0.030197,0.011829,0.010357,0.030286,0.000000,0.039173,0.039272
294,https://www.addtoany.com,2,ok,104.22.70.197,443,0.024718,0.007141,0.005995,0.024859,0.000000,0.043556,0.043821
298,https://www.google.ca,2,ok,172.217.21.227,443,0.030587,0.011645,0.010234,0.030725,0.000000,0.068738,0.069155
313,https://www.google.com.sg,2,ok,172.217.22.3,443,0.035632,0.014625,0.013873,0.035768,0.000000,0.075488,0.075760
326,https://www.google.com.tw,2,ok,216.58.212.131,443,0.051330,0.024523,0.023168,0.051462,0.000000,0.092845,0.093564
333,https://www.discord.com,2,ok,162.159.135.232,443,0.022819,0.008288,0.007340,0.022929,0.000000,0.038051,0.038114
337,https://www.tandfonline.com,2,ok,104.18.19.218,443,0.031879,0.014683,0.013542,0.031996,0.000000,0.223057,0.223153
341,https://www.shopify.com,2,ok,104.16.254.71,443,0.036000,0.006768,0.005713,0.036145,0.000000,0.188193,0.200988
351,https://www.pixabay.com,2,ok,104.18.20.183,443,0.025297,0.007181,0.005967,0.025410,0.000000,0.425325,0.425969
375,https://www.pki.goog,2,ok,172.217.23.174,443,0.043793,0.019928,0.018765,0.043908,0.000000,0.052259,0.052378
377,https://www.crashlytics.com,2,ok,216.239.32.29,443,0.032205,0.013796,0.011159,0.032321,0.000000,0.041012,0.041110
383,https://www.google.com.mx,2,ok,172.217.23.99,443,0.031224,0.013263,0.012103,0.031319,0.000000,0.071749,0.072162
394,https://www.hubspot.com,2,ok,199.60.103.30,443,0.056034,0.021550,0.019230,0.056137,0.000000,0.411590,0.414565
415,https://www.google.com.tr,2,ok,172.217.23.163,443,0.029145,0.011904,0.010950,0.029235,0.000000,0.073589,0.073790
419,https://www.feedburner.com,2,ok,172.217.23.174,443,0.031366,0.012691,0.010436,0.031507,0.000000,0.179718,0.179818
426,https://www.arnebrachhold.de,2,ok,104.28.28.46,443,0.062528,0.031850,0.023123,0.062671,0.000000,0.082783,0.082913
444,https://www.google.com.vn,2,ok,172.217.16.131,443,0.043801,0.026370,0.023399,0.043899,0.000000,0.082319,0.082806
461,https://www.teamviewer.com,2,ok,65.9.63.33,443,0.043309,0.015392,0.013748,0.043425,0.000000,0.095689,0.095788
469,https://www.worldometers.info,2,ok,104.26.4.2,443,0.036470,0.014168,0.012911,0.036603,0.000000,0.413449,0.529719
496,https://www.google.co.th,2,ok,172.217.21.195,443,0.038021,0.018213,0.016365,0.038144,0.000000,0.109059,0.109374
511,https://www.google.pl,2,ok,216.58.206.3,443,0.032902,0.014726,0.010826,0.032995,0.000000,0.079907,0.080078
517,https://www.business.site,2,ok,172.217.23.174,443,0.031532,0.014244,0.012854,0.031626,0.000000,0.055765,0.055848
518,https://www.metropoles.com,2,ok,104.18.24.118,443,0.037323,0.020216,0.019264,0.037556,0.000000,0.060260,0.067037
544,https://www.google.com.ar,2,ok,172.217.22.3,443,0.055052,0.037093,0.036003,0.055141,0.000000,0.137065,0.137435
545,https://www.google.com.sa,2,ok,172.217.18.99,443,0.036938,0.013582,0.012951,0.037072,0.000000,0.073361,0.073736
560,https://www.google.com.au,2,ok,216.58.205.227,443,0.123125,0.103335,0.098779,0.123257,0.000000,0.166242,0.167983
561,https://www.google.co.id,2,ok,172.217.18.163,443,0.040309,0.016156,0.014632,0.040434,0.000000,0.081244,0.081570
590,https://www.google.com.eg,2,ok,172.217.16.131,443,0.199622,0.176202,0.174979,0.199725,0.000000,0.241095,0.241360
610,https://www.appspot.com,2,ok,172.217.23.110,443,0.035027,0.013165,0.010886,0.035114,0.000000,0.043856,0.043940
624,https://www.fb.me,2,ok,157.240.9.35,443,0.105273,0.065009,0.036492,0.105368,0.000000,0.253317,0.253372
631,https://www.pcmag.com,2,ok,104.17.101.99,443,0.020998,0.007189,0.005912,0.021096,0.000000,0.045735,0.049518
647,https://www.glassdoor.com,2,ok,104.17.90.51,443,0.023735,0.008848,0.007494,0.023828,0.000000,0.159207,0.159255
668,https://www.discordapp.com,2,ok,162.159.130.233,443,0.024238,0.006416,0.005536,0.024338,0.000000,0.039289,0.039345
675,https://www.pexels.com,2,ok,104.17.209.102,443,0.020218,0.007339,0.006475,0.020356,0.000000,0.041374,0.041509
683,https://www.y2mate.com,2,ok,104.23.132.73,443,0.049183,0.024169,0.017773,0.049300,0.000000,0.073001,0.073064
695,https://www.g.page,2,ok,172.217.23.174,443,0.049125,0.027563,0.026177,0.049261,0.000000,0.116844,0.116906
711,https://www.messenger.com,2,ok,157.240.9.18,443,0.073601,0.035789,0.008837,0.073728,0.000000,0.914065,1.024381
740,https://www.thepiratebay.org,2,ok,162.159.137.6,443,0.029387,0.011599,0.010647,0.029493,0.000000,0.592874,0.592974
749,https://www.namu.wiki,2,ok,104.16.180.45,443,0.038095,0.017511,0.016234,0.038199,0.000000,0.047487,0.047530
752,https://www.gstatic.com,2,ok,172.217.23.131,443,0.022474,0.004913,0.002214,0.022563,0.000000,0.031205,0.031303
757,https://www.jotform.com,2,ok,104.23.133.11,443,0.023028,0.008741,0.007939,0.023140,0.000000,0.221912,0.331760
762,https://www.blogspot.co.uk,2,ok,172.217.22.41,443,0.031999,0.013887,0.011366,0.032112,0.000000,0.691989,0.692112
774,https://www.mgid.com,2,ok,104.19.135.78,443,0.020409,0.006506,0.005180,0.020514,0.000000,1.686990,1.983935
787,https://www.googleblog.com,2,ok,172.217.22.65,443,0.043026,0.017590,0.011355,0.043174,0.000000,0.709944,0.714087
790,https://www.google.co.kr,2,ok,172.217.23.99,443,0.032104,0.013001,0.011362,0.032228,0.000000,0.074188,0.074476
797,https://www.google.com.ua,2,ok,172.217.18.163,443,0.047458,0.013449,0.011615,0.047645,0.000000,0.088099,0.088549
814,https://www.thelancet.com,2,ok,104.18.123.114,443,0.042673,0.023965,0.022567,0.042800,0.000000,0.256944,0.257075
850,https://www.getbootstrap.com,2,ok,104.22.58.100,443,0.024061,0.007266,0.006138,0.024204,0.000000,0.049947,0.050049
873,https://www.withgoogle.com,2,ok,172.217.18.113,443,0.034424,0.016077,0.012750,0.034515,0.000000,0.226625,0.226709
877,https://www.fbsbx.com,2,ok,157.240.9.18,443,0.071769,0.033955,0.006848,0.071870,0.000000,0.213797,0.213871
887,https://www.scmp.com,2,ok,104.17.184.66,443,0.021171,0.007060,0.005778,0.021255,0.000000,0.240272,0.265251
890,https://www.google.gr,2,ok,142.250.74.195,443,0.038018,0.015517,0.013520,0.038116,0.000000,0.083896,0.084041
903,https://www.thegatewaypundit.com,2,ok,104.22.4.85,443,0.033183,0.008103,0.007189,0.033671,0.000000,0.046080,0.048941
934,https://www.googleapis.com,2,ok,216.58.208.42,443,0.021355,0.003687,0.002430,0.021441,0.000000,0.069563,0.069675
935,https://www.mixcloud.com,2,ok,104.20.5.36,443,0.028737,0.006484,0.005150,0.028879,0.000000,0.134441,0.134587
943,https://www.google.nl,2,ok,172.217.18.99,443,0.039894,0.012657,0.011479,0.040031,0.000000,0.084846,0.085407
958,https://www.google.ro,2,ok,172.217.22.67,443,0.030805,0.012103,0.010598,0.030920,0.000000,0.071904,0.072590
978,https://www.m.me,2,ok,157.240.9.18,443,0.071135,0.032110,0.005168,0.071222,0.000000,0.220882,0.220939
1014,https://www.businessinsider.de,2,ok,104.22.66.154,443,0.023400,0.007081,0.005815,0.023509,0.000000,0.085353,0.088716
1033,https://www.spankbang.com,2,ok,104.19.136.100,443,0.048498,0.019571,0.018363,0.048627,0.000000,0.197522,0.197633
1036,https://www.etoro.com,2,ok,104.18.19.67,443,0.038784,0.019562,0.018746,0.038903,0.000000,0.127655,0.139178
1044,https://www.google.co.ve,2,ok,172.217.22.67,443,0.034626,0.011743,0.011081,0.034763,0.000000,0.076765,0.077098
1054,https://www.viva.co.id,2,ok,104.20.150.112,443,0.037735,0.015666,0.014466,0.037921,0.000000,0.076625,0.078139
1078,https://www.yts.mx,2,ok,104.26.7.75,443,0.040070,0.023646,0.022810,0.040187,0.000000,0.051824,0.051869
1093,https://www.google.com.my,2,ok,216.58.212.131,443,0.030105,0.011988,0.010340,0.030233,0.000000,0.066387,0.066727
1108,https://www.google.be,2,ok,172.217.23.99,443,0.042601,0.024926,0.023355,0.042711,0.000000,0.085001,0.085662
